origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,departure_time,delay
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11978,1851,2367,2024-09-02 09:22:03,516
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11978,1851,2483,2024-09-02 10:22:03,632
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",15196,1860,2033,2024-09-02 11:22:03,173
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11978,1851,2285,2024-09-02 12:22:03,434
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11978,1851,2044,2024-09-02 13:22:03,193
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11978,1851,1820,2024-09-02 14:22:03,-31
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11978,1851,1998,2024-09-02 15:22:03,147
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11832,1764,1866,2024-09-02 16:22:03,102
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,1381,2024-09-02 17:22:03,-68
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,1066,2024-09-02 18:22:03,-383
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,882,2024-09-02 19:22:03,-567
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,1017,2024-09-02 20:22:03,-432
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,902,2024-09-02 21:22:03,-547
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,726,2024-09-02 22:22:03,-723
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,972,2024-09-02 23:22:03,-477
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,990,2024-09-02 00:22:03,-459
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,1160,2024-09-02 01:22:03,-289
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1213,2024-09-02 02:22:03,-255
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",10493,1449,1748,2024-09-02 03:22:03,299
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1790,2024-09-02 04:22:03,322
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1775,2024-09-02 05:22:03,307
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1605,2024-09-02 06:22:03,137
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1751,2024-09-02 07:22:03,283
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1576,2024-09-02 08:22:03,108
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1681,2024-09-02 09:22:03,213
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1869,2024-09-02 10:22:03,401
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1460,2024-09-02 11:22:03,-8
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1980,2024-09-02 12:22:03,512
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,2118,2024-09-02 13:22:03,650
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1770,2024-09-02 14:22:03,302
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1166,2024-09-02 15:22:03,-302
"Ruby General Hospital, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",13380,1468,1348,2024-09-02 16:22:03,-120
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2051,2024-09-02 18:22:03,-792
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2023,2024-09-02 19:22:03,-820
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2090,2024-09-02 20:22:03,-753
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2119,2024-09-02 21:22:03,-724
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,1860,2024-09-02 22:22:03,-983
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2226,2024-09-02 23:22:03,-617
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2215,2024-09-02 00:22:03,-628
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2423,2024-09-02 01:22:03,-420
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2944,2024-09-02 02:22:03,101
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3356,2024-09-02 03:22:03,513
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3502,2024-09-02 04:22:03,659
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3384,2024-09-02 05:22:03,541
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3718,2024-09-02 06:22:03,875
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3622,2024-09-02 07:22:03,779
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3508,2024-09-02 08:22:03,665
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3816,2024-09-02 09:22:03,973
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3896,2024-09-02 10:22:03,1053
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3870,2024-09-02 11:22:03,1027
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3986,2024-09-02 12:22:03,1143
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,4554,2024-09-02 13:22:03,1711
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,3601,2024-09-02 14:22:03,758
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2857,2024-09-02 15:22:03,14
"Jadavpur University, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",23250,2843,2617,2024-09-02 16:22:03,-226
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,2059,2024-09-02 18:22:03,-406
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,1853,2024-09-02 19:22:03,-612
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,1975,2024-09-02 20:22:03,-490
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,1763,2024-09-02 21:22:03,-702
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,1993,2024-09-02 22:22:03,-472
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,1819,2024-09-02 23:22:03,-646
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,2041,2024-09-02 00:22:03,-424
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,2382,2024-09-02 01:22:03,-83
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,2828,2024-09-02 02:22:03,363
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,3592,2024-09-02 03:22:03,1127
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,3938,2024-09-02 04:22:03,1473
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,3341,2024-09-02 05:22:03,876
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,3292,2024-09-02 06:22:03,808
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,2595,2024-09-02 07:22:03,111
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,2844,2024-09-02 08:22:03,360
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,2589,2024-09-02 09:22:03,105
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,2872,2024-09-02 10:22:03,388
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,2758,2024-09-02 11:22:03,274
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,3345,2024-09-02 12:22:03,861
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,3719,2024-09-02 13:22:03,1235
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",20192,2484,2755,2024-09-02 14:22:03,271
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,2564,2024-09-02 15:22:03,99
"Jadavpur University, Kolkata, West Bengal","New Town, Kolkata, West Bengal",19766,2465,2136,2024-09-02 16:22:03,-329
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,3654,2024-09-02 18:22:03,-798
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,3241,2024-09-02 19:22:03,-1211
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,3135,2024-09-02 20:22:03,-1317
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,3120,2024-09-02 21:22:03,-1332
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,3207,2024-09-02 22:22:03,-1245
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,2870,2024-09-02 23:22:03,-1582
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,3205,2024-09-02 00:22:03,-1247
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,4053,2024-09-02 01:22:03,-399
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,4452,2024-09-02 02:22:03,0
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5176,2024-09-02 03:22:03,724
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5419,2024-09-02 04:22:03,967
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5430,2024-09-02 05:22:03,978
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5296,2024-09-02 06:22:03,844
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5404,2024-09-02 07:22:03,952
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5589,2024-09-02 08:22:03,1137
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5191,2024-09-02 09:22:03,739
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5575,2024-09-02 10:22:03,1123
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5190,2024-09-02 11:22:03,738
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,6258,2024-09-02 12:22:03,1806
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,6417,2024-09-02 13:22:03,1965
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,5610,2024-09-02 14:22:03,1158
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,4715,2024-09-02 15:22:03,263
"Jadavpur University, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",34327,4452,4396,2024-09-02 16:22:03,-56
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,1226,2024-09-02 18:22:03,-638
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,1051,2024-09-02 19:22:03,-813
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,1308,2024-09-02 20:22:03,-556
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,1126,2024-09-02 21:22:03,-738
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,853,2024-09-02 22:22:03,-1011
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,1133,2024-09-02 23:22:03,-766
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,1401,2024-09-02 00:22:03,-498
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,1859,2024-09-02 01:22:03,-40
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2067,2024-09-02 02:22:03,168
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2148,2024-09-02 03:22:03,249
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9542,1852,2037,2024-09-02 04:22:03,185
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9542,1852,2715,2024-09-02 05:22:03,863
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9542,1852,2992,2024-09-02 06:22:03,1140
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2335,2024-09-02 07:22:03,436
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2489,2024-09-02 08:22:03,590
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2802,2024-09-02 09:22:03,903
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2330,2024-09-02 10:22:03,431
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2350,2024-09-02 11:22:03,451
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2662,2024-09-02 12:22:03,763
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2814,2024-09-02 13:22:03,915
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2543,2024-09-02 14:22:03,644
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,1754,2024-09-02 15:22:03,-145
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,1513,2024-09-02 16:22:03,-351
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1334,2024-09-02 18:22:03,-215
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1433,2024-09-02 19:22:03,-116
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1315,2024-09-02 20:22:03,-234
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,916,2024-09-02 21:22:03,-633
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,947,2024-09-02 22:22:03,-602
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,930,2024-09-02 23:22:03,-619
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,843,2024-09-02 00:22:03,-706
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1429,2024-09-02 01:22:03,-120
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1337,2024-09-02 02:22:03,-212
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1889,2024-09-02 03:22:03,340
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,2156,2024-09-02 04:22:03,607
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,2273,2024-09-02 05:22:03,724
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,2546,2024-09-02 06:22:03,997
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2256,2024-09-02 07:22:03,634
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2353,2024-09-02 08:22:03,731
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2099,2024-09-02 09:22:03,477
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2154,2024-09-02 10:22:03,532
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,1994,2024-09-02 11:22:03,372
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2149,2024-09-02 12:22:03,527
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2547,2024-09-02 13:22:03,925
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,1768,2024-09-02 14:22:03,146
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,1773,2024-09-02 15:22:03,151
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1492,2024-09-02 16:22:03,-57
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,15715,2024-09-02 18:22:03,3418
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,14875,2024-09-02 19:22:03,2578
